Volatility 3 Framework 2.7.0

PID	Process	Offset	Start VPN	End VPN	Tag	Protection	CommitCharge	PrivateMemory	Parent	File	File output
324	smss.exe	0x89acf008	0x7c900000	0x7c9b1fff	Vad 	PAGE_EXECUTE_WRITECOPY	5	0	0x89b4d040	\WINDOWS\system32\ntdll.dll	Disabled
324	smss.exe	0x89adc0a8	0x7ffb0000	0x7ffd3fff	Vad 	PAGE_READONLY	0	0	0x89acf008	N/A	Disabled
324	smss.exe	0x89a806d8	0x7ffda000	0x7ffdafff	Vadl	PAGE_READWRITE	1	1	0x89adc0a8	N/A	Disabled
324	smss.exe	0x89aab6b0	0x7ffdf000	0x7ffdffff	Vadl	PAGE_READWRITE	1	1	0x89a806d8	N/A	Disabled
324	smss.exe	0x89a9a568	0x7ffde000	0x7ffdefff	Vadl	PAGE_READWRITE	1	1	0x89aab6b0	N/A	Disabled
324	smss.exe	0x89a8b1e0	0x7ffdd000	0x7ffddfff	Vadl	PAGE_READWRITE	1	1	0x89a9a568	N/A	Disabled
420	csrss.exe	0x89a10088	0xd20000	0xd2ffff	Vad 	PAGE_READWRITE	0	0	0x0	N/A	Disabled
420	csrss.exe	0x899d3a80	0xb80000	0xb8ffff	Vad 	PAGE_READWRITE	0	0	0x89a10088	N/A	Disabled
420	csrss.exe	0x897f4e40	0x7b0000	0x7bffff	Vad 	PAGE_READWRITE	0	0	0x899d3a80	N/A	Disabled
420	csrss.exe	0x89c00728	0x630000	0x66ffff	VadS	PAGE_READWRITE	4	1	0x897f4e40	N/A	Disabled
420	csrss.exe	0x89b07aa8	0x470000	0x471fff	Vad 	PAGE_READONLY	0	0	0x89c00728	\WINDOWS\Fonts\vgasysr.fon	Disabled
420	csrss.exe	0x899fb1c0	0x270000	0x285fff	Vad 	PAGE_READONLY	0	0	0x89b07aa8	\WINDOWS\system32\unicode.nls	Disabled
420	csrss.exe	0x89be0200	0x110000	0x110fff	VadS	PAGE_READWRITE	1	1	0x899fb1c0	N/A	Disabled
420	csrss.exe	0x89c13450	0x0	0x9ffff	VadS	PAGE_READWRITE	160	1	0x89be0200	N/A	Disabled
420	csrss.exe	0x89be0198	0x100000	0x100fff	VadS	PAGE_READWRITE	1	1	0x89c13450	N/A	Disabled
420	csrss.exe	0x89ad71c0	0xc8000	0xe1fff	VadF	PAGE_READWRITE	26	1	0x89be0198	N/A	Disabled
420	csrss.exe	0x89ab3568	0xa0000	0xbffff	Vadl	PAGE_READWRITE|PAGE_NOCACHE	0	0	0x89ad71c0	N/A	Disabled
420	csrss.exe	0x89b0b210	0xc0000	0xc7fff	Vadl	PAGE_READWRITE	0	0	0x89ab3568	N/A	Disabled
420	csrss.exe	0x89b0a4f8	0xe2000	0xfffff	Vadl	PAGE_READWRITE	0	0	0x89ad71c0	N/A	Disabled
420	csrss.exe	0x899d1be0	0x160000	0x25ffff	Vadl	PAGE_READWRITE	51	1	0x89be0200	N/A	Disabled
420	csrss.exe	0x89bfc450	0x120000	0x15ffff	VadS	PAGE_READWRITE	4	1	0x899d1be0	N/A	Disabled
420	csrss.exe	0x89bd51c0	0x260000	0x26ffff	VadS	PAGE_READWRITE	6	1	0x899d1be0	N/A	Disabled
420	csrss.exe	0x89b49228	0x340000	0x442fff	Vad 	PAGE_READONLY	0	0	0x899fb1c0	N/A	Disabled
420	csrss.exe	0x89a7c408	0x2e0000	0x320fff	Vad 	PAGE_READONLY	0	0	0x89b49228	\WINDOWS\system32\sortkey.nls	Disabled
420	csrss.exe	0x89a84488	0x290000	0x2d0fff	Vad 	PAGE_READONLY	0	0	0x89a7c408	\WINDOWS\system32\locale.nls	Disabled
420	csrss.exe	0x89a87430	0x330000	0x335fff	Vad 	PAGE_READONLY	0	0	0x89a7c408	\WINDOWS\system32\sorttbls.nls	Disabled
420	csrss.exe	0x89b04498	0x460000	0x460fff	Vadl	PAGE_READWRITE	1	1	0x89b49228	N/A	Disabled
420	csrss.exe	0x89bfb6e8	0x450000	0x45ffff	VadS	PAGE_READWRITE	8	1	0x89b04498	N/A	Disabled
420	csrss.exe	0x89ad5208	0x510000	0x54ffff	VadS	PAGE_READWRITE	4	1	0x89b07aa8	N/A	Disabled
420	csrss.exe	0x89abc160	0x4c0000	0x4fffff	VadS	PAGE_READWRITE	4	1	0x89ad5208	N/A	Disabled
420	csrss.exe	0x89aac250	0x480000	0x4bffff	VadS	PAGE_READWRITE	4	1	0x89abc160	N/A	Disabled
420	csrss.exe	0x89a7b1e0	0x500000	0x50ffff	VadS	PAGE_READWRITE	14	1	0x89abc160	N/A	Disabled
420	csrss.exe	0x89b35138	0x620000	0x620fff	Vadl	PAGE_READWRITE	1	1	0x89ad5208	N/A	Disabled
420	csrss.exe	0x89ae6fd8	0x550000	0x617fff	Vad 	PAGE_EXECUTE_READ	0	0	0x89b35138	N/A	Disabled
420	csrss.exe	0x89a77068	0x700000	0x73ffff	VadS	PAGE_READWRITE	4	1	0x89c00728	N/A	Disabled
420	csrss.exe	0x89a7c2a8	0x680000	0x6bffff	VadS	PAGE_READWRITE	4	1	0x89a77068	N/A	Disabled
420	csrss.exe	0x899d43a0	0x670000	0x67ffff	Vad 	PAGE_READWRITE	0	0	0x89a7c2a8	N/A	Disabled
420	csrss.exe	0x89aae280	0x6c0000	0x6fffff	VadS	PAGE_READWRITE	4	1	0x89a7c2a8	N/A	Disabled
420	csrss.exe	0x89c22960	0x740000	0x74ffff	Vad 	PAGE_READWRITE	0	0	0x89a77068	N/A	Disabled
420	csrss.exe	0x89c1f328	0x750000	0x78ffff	VadS	PAGE_READWRITE	6	1	0x89c22960	N/A	Disabled
420	csrss.exe	0x89acf340	0x790000	0x791fff	Vad 	PAGE_READONLY	0	0	0x89c1f328	\WINDOWS\Fonts\vga866.fon	Disabled
420	csrss.exe	0x89ad55c8	0x7a0000	0x7a9fff	Vad 	PAGE_READONLY	0	0	0x89acf340	\WINDOWS\Fonts\app866.fon	Disabled
420	csrss.exe	0x899ea788	0x860000	0xb5ffff	Vad 	PAGE_EXECUTE_READ	0	0	0x897f4e40	N/A	Disabled
420	csrss.exe	0x89a11748	0x830000	0x84ffff	Vad 	PAGE_EXECUTE_READ	0	0	0x899ea788	N/A	Disabled
420	csrss.exe	0x899c4e80	0x820000	0x825fff	Vad 	PAGE_READONLY	0	0	0x89a11748	\WINDOWS\Fonts\marlett.ttf	Disabled
420	csrss.exe	0x8982e788	0x7c0000	0x7c2fff	Vad 	PAGE_READONLY	0	0	0x899c4e80	\WINDOWS\Fonts\ega40866.fon	Disabled
420	csrss.exe	0x89ad2938	0x7d0000	0x7d1fff	Vad 	PAGE_READONLY	0	0	0x8982e788	\WINDOWS\Fonts\cga80866.fon	Disabled
420	csrss.exe	0x899ed5f8	0x7e0000	0x7e1fff	Vad 	PAGE_READONLY	0	0	0x89ad2938	\WINDOWS\Fonts\cga40866.fon	Disabled
420	csrss.exe	0x89b08ea8	0x7f0000	0x7fffff	Vad 	PAGE_READWRITE	0	0	0x899ed5f8	N/A	Disabled
420	csrss.exe	0x899bb008	0x800000	0x80ffff	Vad 	PAGE_READWRITE	0	0	0x89b08ea8	N/A	Disabled
420	csrss.exe	0x899ebdb8	0x810000	0x81ffff	Vad 	PAGE_READWRITE	0	0	0x899bb008	N/A	Disabled
420	csrss.exe	0x899e5850	0x850000	0x85ffff	Vad 	PAGE_EXECUTE_READ	0	0	0x89a11748	N/A	Disabled
420	csrss.exe	0x899c1c30	0xb70000	0xb72fff	Vad 	PAGE_READONLY	0	0	0x899ea788	\WINDOWS\system32\ctype.nls	Disabled
420	csrss.exe	0x89c0fac0	0xb60000	0xb6ffff	VadS	PAGE_READWRITE	4	1	0x899c1c30	N/A	Disabled
420	csrss.exe	0x89ab1040	0xbe0000	0xc5ffff	Vad 	PAGE_EXECUTE_READ	0	0	0x899d3a80	N/A	Disabled
420	csrss.exe	0x89ab9200	0xba0000	0xbdffff	VadS	PAGE_READWRITE	4	1	0x89ab1040	N/A	Disabled
420	csrss.exe	0x899eba58	0xb90000	0xb9ffff	Vad 	PAGE_READWRITE	0	0	0x89ab9200	N/A	Disabled
420	csrss.exe	0x89a061e8	0xcd0000	0xcdffff	Vad 	PAGE_READWRITE	0	0	0x89ab1040	N/A	Disabled
420	csrss.exe	0x899f5918	0xcc0000	0xccffff	Vad 	PAGE_READWRITE	0	0	0x89a061e8	N/A	Disabled
420	csrss.exe	0x89ac8ce0	0xc60000	0xcb9fff	Vad 	PAGE_READONLY	0	0	0x899f5918	\WINDOWS\Fonts\arial.ttf	Disabled
420	csrss.exe	0x89819790	0xcf0000	0xcfffff	Vad 	PAGE_READWRITE	0	0	0x89a061e8	N/A	Disabled
420	csrss.exe	0x899db640	0xd10000	0xd1ffff	Vad 	PAGE_READWRITE	0	0	0x89819790	N/A	Disabled
420	csrss.exe	0x89afd138	0x4a680000	0x4a684fff	Vad 	PAGE_EXECUTE_WRITECOPY	2	0	0x89a10088	\WINDOWS\system32\csrss.exe	Disabled
420	csrss.exe	0x89857698	0xdd0000	0xddffff	Vad 	PAGE_READWRITE	0	0	0x89afd138	N/A	Disabled
420	csrss.exe	0x89aa8370	0xd30000	0xdaffff	Vad 	PAGE_EXECUTE_READ	0	0	0x89857698	N/A	Disabled
420	csrss.exe	0x89ac7be8	0xdc0000	0xdc0fff	VadS	PAGE_READWRITE	1	1	0x89aa8370	N/A	Disabled
420	csrss.exe	0x89a22410	0xdb0000	0xdbffff	Vad 	PAGE_READWRITE	0	0	0x89ac7be8	N/A	Disabled
420	csrss.exe	0x8981e388	0xef0000	0xf6ffff	Vad 	PAGE_EXECUTE_READ	0	0	0x89857698	N/A	Disabled
420	csrss.exe	0x898beb10	0xdf0000	0xe6ffff	Vad 	PAGE_EXECUTE_READ	0	0	0x8981e388	N/A	Disabled
420	csrss.exe	0x898396d8	0xde0000	0xdeffff	Vad 	PAGE_READWRITE	0	0	0x898beb10	N/A	Disabled
420	csrss.exe	0x8982f570	0xf70000	0x1029fff	Vad 	PAGE_READONLY	0	0	0x8981e388	\WINDOWS\Fonts\segoeui.ttf	Disabled
420	csrss.exe	0x899f3d68	0x1090000	0x10cffff	VadS	PAGE_READWRITE	4	1	0x8982f570	N/A	Disabled
420	csrss.exe	0x899d6270	0x1030000	0x108dfff	Vad 	PAGE_READONLY	0	0	0x899f3d68	\WINDOWS\Fonts\tahoma.ttf	Disabled
420	csrss.exe	0x89c01b58	0x10e0000	0x111ffff	VadS	PAGE_READWRITE	4	1	0x899f3d68	N/A	Disabled
420	csrss.exe	0x89a82b38	0x10d0000	0x10d1fff	Vad 	PAGE_READWRITE	0	0	0x89c01b58	N/A	Disabled
420	csrss.exe	0x899fe2f8	0x1120000	0x11d7fff	Vad 	PAGE_READONLY	0	0	0x89c01b58	\WINDOWS\Fonts\segoeuib.ttf	Disabled
420	csrss.exe	0x898be5d8	0x11e0000	0x11effff	Vad 	PAGE_READWRITE	0	0	0x899fe2f8	N/A	Disabled
420	csrss.exe	0x89ad40a8	0x11f0000	0x11fffff	Vad 	PAGE_READWRITE	0	0	0x898be5d8	N/A	Disabled
420	csrss.exe	0x89c60208	0x1200000	0x120ffff	Vad 	PAGE_READWRITE	0	0	0x89ad40a8	N/A	Disabled
420	csrss.exe	0x89ab3a40	0x1270000	0x136ffff	VadS	PAGE_READWRITE	53	1	0x89c60208	N/A	Disabled
420	csrss.exe	0x89b44490	0x1210000	0x1265fff	Vad 	PAGE_READONLY	0	0	0x89ab3a40	\WINDOWS\Fonts\arialbd.ttf	Disabled
420	csrss.exe	0x89a0f6b8	0x7c900000	0x7c9b1fff	Vad 	PAGE_EXECUTE_WRITECOPY	5	0	0x89afd138	\WINDOWS\system32\ntdll.dll	Disabled
420	csrss.exe	0x89c0d5b0	0x75b40000	0x75b4afff	Vad 	PAGE_EXECUTE_WRITECOPY	2	0	0x89a0f6b8	\WINDOWS\system32\csrsrv.dll	Disabled
420	csrss.exe	0x89aa7880	0x629c0000	0x629c8fff	Vad 	PAGE_EXECUTE_WRITECOPY	2	0	0x89c0d5b0	\WINDOWS\system32\lpk.dll	Disabled
420	csrss.exe	0x89a77bd8	0x74d90000	0x74dfafff	Vad 	PAGE_EXECUTE_WRITECOPY	17	0	0x89aa7880	\WINDOWS\system32\usp10.dll	Disabled
420	csrss.exe	0x89bd5190	0x75b50000	0x75b5ffff	Vad 	PAGE_EXECUTE_WRITECOPY	2	0	0x89c0d5b0	\WINDOWS\system32\basesrv.dll	Disabled
420	csrss.exe	0x89b2f540	0x75b60000	0x75baafff	Vadl	PAGE_EXECUTE_WRITECOPY	2	0	0x89bd5190	\WINDOWS\system32\winsrv.dll	Disabled
420	csrss.exe	0x89a7ebb0	0x77f10000	0x77f58fff	Vad 	PAGE_EXECUTE_WRITECOPY	3	0	0x89b2f540	\WINDOWS\system32\gdi32.dll	Disabled
420	csrss.exe	0x89a9e650	0x77dd0000	0x77e6afff	Vad 	PAGE_EXECUTE_WRITECOPY	6	0	0x89a7ebb0	\WINDOWS\system32\advapi32.dll	Disabled
420	csrss.exe	0x89b1bdc0	0x77e70000	0x77f02fff	Vad 	PAGE_EXECUTE_WRITECOPY	2	0	0x89a9e650	\WINDOWS\system32\rpcrt4.dll	Disabled
420	csrss.exe	0x89adb318	0x7c800000	0x7c8f5fff	Vad 	PAGE_EXECUTE_WRITECOPY	6	0	0x89a7ebb0	\WINDOWS\system32\kernel32.dll	Disabled
420	csrss.exe	0x89ac70e0	0x77fe0000	0x77ff0fff	Vad 	PAGE_EXECUTE_WRITECOPY	2	0	0x89adb318	\WINDOWS\system32\secur32.dll	Disabled
420	csrss.exe	0x899ce7c8	0x7ffb0000	0x7ffd3fff	Vad 	PAGE_READONLY	0	0	0x89a0f6b8	N/A	Disabled
420	csrss.exe	0x89bdfd18	0x7f6f0000	0x7f7effff	Vad 	PAGE_EXECUTE_READWRITE	0	0	0x899ce7c8	N/A	Disabled
420	csrss.exe	0x89ab3118	0x7e410000	0x7e4a0fff	Vadl	PAGE_EXECUTE_WRITECOPY	3	0	0x89bdfd18	\WINDOWS\system32\user32.dll	Disabled
420	csrss.exe	0x899c2528	0x7e720000	0x7e7cffff	Vad 	PAGE_EXECUTE_WRITECOPY	4	0	0x89ab3118	\WINDOWS\system32\sxs.dll	Disabled
420	csrss.exe	0x899e95b0	0x7ffaf000	0x7ffaffff	Vadl	PAGE_READWRITE	1	1	0x89bdfd18	N/A	Disabled
420	csrss.exe	0x89ad8088	0x7ffd7000	0x7ffd7fff	Vadl	PAGE_READWRITE	1	1	0x899ce7c8	N/A	Disabled
420	csrss.exe	0x89c0d640	0x7ffd6000	0x7ffd6fff	Vadl	PAGE_READWRITE	1	1	0x89ad8088	N/A	Disabled
420	csrss.exe	0x89ae07b8	0x7ffd5000	0x7ffd5fff	Vadl	PAGE_READWRITE	1	1	0x89c0d640	N/A	Disabled
420	csrss.exe	0x89a03598	0x7ffd4000	0x7ffd4fff	Vadl	PAGE_READWRITE	1	1	0x89ae07b8	N/A	Disabled
420	csrss.exe	0x89ad9748	0x7ffde000	0x7ffdefff	Vadl	PAGE_READWRITE	1	1	0x89ad8088	N/A	Disabled
420	csrss.exe	0x89bfb678	0x7ffdd000	0x7ffddfff	Vadl	PAGE_READWRITE	1	1	0x89ad9748	N/A	Disabled
420	csrss.exe	0x89b12880	0x7ffdc000	0x7ffdcfff	Vadl	PAGE_READWRITE	1	1	0x89bfb678	N/A	Disabled
420	csrss.exe	0x89abd5b0	0x7ffdb000	0x7ffdbfff	Vadl	PAGE_READWRITE	1	1	0x89b12880	N/A	Disabled
420	csrss.exe	0x89af7280	0x7ffda000	0x7ffdafff	Vadl	PAGE_READWRITE	1	1	0x89abd5b0	N/A	Disabled
420	csrss.exe	0x89adeb88	0x7ffd9000	0x7ffd9fff	Vadl	PAGE_READWRITE	1	1	0x89af7280	N/A	Disabled
420	csrss.exe	0x89a03eb0	0x7ffd8000	0x7ffd8fff	Vadl	PAGE_READWRITE	1	1	0x89adeb88	N/A	Disabled
444	winlogon.exe	0x89c0e790	0x75930000	0x75939fff	Vad 	PAGE_EXECUTE_WRITECOPY	2	0	0x0	\WINDOWS\system32\profmap.dll	Disabled
444	winlogon.exe	0x89a362d8	0x1360000	0x145ffff	VadS	PAGE_READWRITE	5	1	0x89c0e790	N/A	Disabled
444	winlogon.exe	0x89b015d0	0x1000000	0x1080fff	Vad 	PAGE_EXECUTE_WRITECOPY	6	0	0x89a362d8	\WINDOWS\system32\winlogon.exe	Disabled
444	winlogon.exe	0x89aba1d8	0xa00000	0xa3ffff	VadS	PAGE_READWRITE	1	1	0x89b015d0	N/A	Disabled
444	winlogon.exe	0x899b94a0	0x5c0000	0x8bffff	Vad 	PAGE_EXECUTE_READ	0	0	0x89aba1d8	N/A	Disabled
444	winlogon.exe	0x89c09c08	0x350000	0x452fff	Vad 	PAGE_READONLY	0	0	0x899b94a0	N/A	Disabled
444	winlogon.exe	0x89b242f0	0x190000	0x1a5fff	Vad 	PAGE_READONLY	0	0	0x89c09c08	\WINDOWS\system32\unicode.nls	Disabled
444	winlogon.exe	0x89ac8168	0x30000	0x6ffff	Vadl	PAGE_READWRITE	7	1	0x89b242f0	N/A	Disabled
444	winlogon.exe	0x89a75168	0x10000	0x10fff	VadS	PAGE_READWRITE	1	1	0x89ac8168	N/A	Disabled
444	winlogon.exe	0x89a96200	0x20000	0x20fff	VadS	PAGE_READWRITE	1	1	0x89a75168	N/A	Disabled
444	winlogon.exe	0x89ad3c28	0x170000	0x17ffff	VadS	PAGE_READWRITE	6	1	0x89ac8168	N/A	Disabled
444	winlogon.exe	0x899c4eb0	0x70000	0x16ffff	Vadl	PAGE_READWRITE	256	1	0x89ad3c28	N/A	Disabled
444	winlogon.exe	0x89aea2a8	0x180000	0x18ffff	Vad 	PAGE_READWRITE	0	0	0x89ad3c28	N/A	Disabled
444	winlogon.exe	0x899c6a68	0x260000	0x26ffff	Vadl	PAGE_READWRITE	16	1	0x89b242f0	N/A	Disabled
444	winlogon.exe	0x89b45430	0x200000	0x240fff	Vad 	PAGE_READONLY	0	0	0x899c6a68	\WINDOWS\system32\sortkey.nls	Disabled
444	winlogon.exe	0x899ef8e0	0x1b0000	0x1f0fff	Vad 	PAGE_READONLY	0	0	0x89b45430	\WINDOWS\system32\locale.nls	Disabled
444	winlogon.exe	0x89b45400	0x250000	0x255fff	Vad 	PAGE_READONLY	0	0	0x89b45430	\WINDOWS\system32\sorttbls.nls	Disabled
444	winlogon.exe	0x89b32ba8	0x280000	0x347fff	Vad 	PAGE_EXECUTE_READ	0	0	0x899c6a68	N/A	Disabled
444	winlogon.exe	0x89b32bd8	0x270000	0x272fff	Vad 	PAGE_READONLY	0	0	0x89b32ba8	\WINDOWS\system32\ctype.nls	Disabled
444	winlogon.exe	0x89c08c40	0x490000	0x58ffff	VadS	PAGE_READWRITE	256	1	0x89c09c08	N/A	Disabled
444	winlogon.exe	0x89bff130	0x470000	0x470fff	Vadl	PAGE_READWRITE	1	1	0x89c08c40	N/A	Disabled
444	winlogon.exe	0x89a972a8	0x460000	0x46ffff	VadS	PAGE_READWRITE	16	1	0x89bff130	N/A	Disabled
444	winlogon.exe	0x89a8b648	0x480000	0x480fff	Vadl	PAGE_READWRITE	1	1	0x89bff130	N/A	Disabled
444	winlogon.exe	0x899f8ec0	0x5b0000	0x5bffff	Vad 	PAGE_EXECUTE_READ	0	0	0x89c08c40	N/A	Disabled
444	winlogon.exe	0x899c7e80	0x590000	0x5affff	Vad 	PAGE_EXECUTE_READ	0	0	0x899f8ec0	N/A	Disabled
444	winlogon.exe	0x89acd228	0x9c0000	0x9fffff	VadS	PAGE_READWRITE	1	1	0x899b94a0	N/A	Disabled
444	winlogon.exe	0x899c1c00	0x970000	0x971fff	Vad 	PAGE_READONLY	0	0	0x89acd228	N/A	Disabled
444	winlogon.exe	0x89ad7498	0x8c0000	0x8cffff	VadS	PAGE_READWRITE	4	1	0x899c1c00	N/A	Disabled
444	winlogon.exe	0x89a163c0	0x8d0000	0x8d1fff	Vad 	PAGE_READONLY	0	0	0x89ad7498	N/A	Disabled
444	winlogon.exe	0x899ec7e8	0x8f0000	0x8f1fff	Vad 	PAGE_READONLY	0	0	0x89a163c0	N/A	Disabled
444	winlogon.exe	0x899d7368	0x8e0000	0x8edfff	Vad 	PAGE_READWRITE	0	0	0x899ec7e8	N/A	Disabled
444	winlogon.exe	0x89a7e1e0	0x900000	0x93ffff	VadS	PAGE_READWRITE	2	1	0x899ec7e8	N/A	Disabled
444	winlogon.exe	0x89a13d08	0x940000	0x956fff	Vad 	PAGE_EXECUTE_WRITECOPY	0	0	0x89a7e1e0	\WINDOWS\system32\odbcint.dll	Disabled
444	winlogon.exe	0x89a08d08	0x960000	0x962fff	Vad 	PAGE_READONLY	0	0	0x89a13d08	N/A	Disabled
444	winlogon.exe	0x89adc130	0x980000	0x9bffff	VadS	PAGE_READWRITE	1	1	0x899c1c00	N/A	Disabled
444	winlogon.exe	0x89a8d158	0xb80000	0xbbffff	VadS	PAGE_READWRITE	6	1	0x89aba1d8	N/A	Disabled
444	winlogon.exe	0x89a8e250	0xb00000	0xb3ffff	VadS	PAGE_READWRITE	6	1	0x89a8d158	N/A	Disabled
444	winlogon.exe	0x89ad0b48	0xb40000	0xb7ffff	VadS	PAGE_READWRITE	8	1	0x89a8e250	N/A	Disabled
444	winlogon.exe	0x899de8e0	0xc50000	0xc51fff	Vad 	PAGE_READONLY	0	0	0x89a8d158	N/A	Disabled
444	winlogon.exe	0x89a77188	0xbc0000	0xbfffff	VadS	PAGE_READWRITE	6	1	0x899de8e0	N/A	Disabled
444	winlogon.exe	0x89a921a8	0xc40000	0xc40fff	VadS	PAGE_READWRITE	1	1	0x89a77188	N/A	Disabled
444	winlogon.exe	0x89a8be78	0xc00000	0xc3ffff	VadS	PAGE_READWRITE	6	1	0x89a921a8	N/A	Disabled
444	winlogon.exe	0x899cbc38	0xc70000	0xc78fff	Vadl	PAGE_READWRITE	9	1	0x899de8e0	N/A	Disabled
444	winlogon.exe	0x89aaa968	0xc60000	0xc67fff	Vadl	PAGE_READWRITE	8	1	0x899cbc38	N/A	Disabled
444	winlogon.exe	0x89ab5be8	0xc90000	0xd9dfff	VadS	PAGE_READWRITE	270	1	0x899cbc38	N/A	Disabled
444	winlogon.exe	0x899e7e30	0xc80000	0xc80fff	Vadl	PAGE_READWRITE	1	1	0x89ab5be8	N/A	Disabled
444	winlogon.exe	0x89ac9398	0xea0000	0xeaffff	VadS	PAGE_READWRITE	4	1	0x89ab5be8	N/A	Disabled
444	winlogon.exe	0x899dea58	0xda0000	0xe9ffff	Vadl	PAGE_READWRITE	222	1	0x89ac9398	N/A	Disabled
444	winlogon.exe	0x89ab9840	0xeb0000	0xeeffff	VadS	PAGE_READWRITE	6	1	0x89ac9398	N/A	Disabled
444	winlogon.exe	0x89acd7c0	0xef0000	0xf2ffff	VadS	PAGE_READWRITE	6	1	0x89ab9840	N/A	Disabled
444	winlogon.exe	0x89adbce0	0xf30000	0xf6ffff	VadS	PAGE_READWRITE	6	1	0x89acd7c0	N/A	Disabled
444	winlogon.exe	0x89c0f6f0	0xf70000	0xfeffff	VadS	PAGE_READWRITE	1	1	0x89adbce0	N/A	Disabled
444	winlogon.exe	0x89af7440	0xff0000	0xffffff	VadS	PAGE_READWRITE	3	1	0x89c0f6f0	N/A	Disabled
444	winlogon.exe	0x89aa8320	0x12a0000	0x12dffff	VadS	PAGE_READWRITE	17	1	0x89b015d0	N/A	Disabled
444	winlogon.exe	0x899e6560	0x10d0000	0x10d0fff	Vad 	PAGE_READWRITE	0	0	0x89aa8320	N/A	Disabled
444	winlogon.exe	0x89bd8250	0x1090000	0x10cffff	VadS	PAGE_READWRITE	6	1	0x899e6560	N/A	Disabled
444	winlogon.exe	0x89a88e78	0x1160000	0x125ffff	VadS	PAGE_READWRITE	58	1	0x899e6560	N/A	Disabled
444	winlogon.exe	0x899bfa50	0x10e0000	0x111ffff	VadS	PAGE_READWRITE	6	1	0x89a88e78	N/A	Disabled
444	winlogon.exe	0x89a322d8	0x1320000	0x135ffff	VadS	PAGE_READWRITE	6	1	0x89aa8320	N/A	Disabled
444	winlogon.exe	0x899f3be8	0x12e0000	0x12fffff	VadS	PAGE_READWRITE	1	1	0x89a322d8	N/A	Disabled
444	winlogon.exe	0x89ad8b58	0x1300000	0x130ffff	VadS	PAGE_READWRITE	12	1	0x899f3be8	N/A	Disabled
444	winlogon.exe	0x89c03e80	0x1310000	0x1310fff	VadS	PAGE_READWRITE	1	1	0x89ad8b58	N/A	Disabled
444	winlogon.exe	0x89c00b20	0x51450000	0x51453fff	VadS	PAGE_EXECUTE_READWRITE	4	1	0x89a362d8	N/A	Disabled
444	winlogon.exe	0x89833850	0x1b70000	0x1c6ffff	Vadl	PAGE_READWRITE	14	1	0x89c00b20	N/A	Disabled
444	winlogon.exe	0x89a78be8	0x14e0000	0x151ffff	VadS	PAGE_READWRITE	17	1	0x89833850	N/A	Disabled
444	winlogon.exe	0x899e9580	0x14a0000	0x14dffff	VadS	PAGE_READWRITE	6	1	0x89a78be8	N/A	Disabled
444	winlogon.exe	0x897f4130	0x1570000	0x15affff	Vad 	PAGE_READONLY	0	0	0x89a78be8	N/A	Disabled
444	winlogon.exe	0x89b36b40	0x1520000	0x1520fff	VadS	PAGE_READWRITE	1	1	0x897f4130	N/A	Disabled
444	winlogon.exe	0x899f90d8	0x16b0000	0x16f2fff	Vad 	PAGE_READONLY	0	0	0x897f4130	N/A	Disabled
444	winlogon.exe	0x899e4200	0x1650000	0x1660fff	Vad 	PAGE_READONLY	0	0	0x899f90d8	\WINDOWS\system32\c_1252.nls	Disabled
